name,city,state,website
Texas Spring (NPS Campground), CA,California,http://www.nps.gov/deva/planyourvisit/camping.htm
Natural Bridge Cabin Company Campground, Slade,Kentucky,http://www.nbcabins.com/campground.php
L'auberge Du Lac Casino, Lake Charles,Louisiana,http://www.ldlcasino.com
River's Edge RV Park, CA,California,http://www.riversedgepark.com
Busy Bee RV park, Galveston,Texas,http://www.rvparklist.com/rvpark/9782
Northcoast Park and Marina, Fort Lauderdale,Florida,http://www.northcoastpark.com
Pipestone Links Golf Course and RV Park, Millet,Alberta,http://www.pipestonelinks.com/RV-Park
Villas Tortuga Cabanas & RV Park, Pueblo San Andrés Totoltepec,Sinaloa,http://www.villastortuga.com/ing.html
Color Marina Seaside Hotel & RV Park (formerly Villas Onac), Marina,Sinaloa,http://www.rvparklist.com/rvpark/9778
Cabot Beach Provincial Park, PE,Prince Edward Island,http://www.tourismpei.com/provincial-park/cabot-beach
Waters Edge RV Park, New Richmond,Minnesota, http://www.watersedgerv-park.com/ 
Azalea Acres RV Park, Robertsdale,Alabama,http://azaleaacresrvpark.com
Waterhouses Campground and Marina, Salisbury,Vermont,http://www.waterhouses.com
Sunrise RV Park, MO,Missouri,http://www.gocampingamerica.com/parks/missouri/sunrise-rv-park-llc
Park Center, Benbrook,Texas,http://www.campsouthtexas.com/portisabel/
Palm & Pines RV Park, San Luis Obispo,Florida,http://www.rvparklist.com/rvpark/9770
Rusnik Campground, Salisbury,Massachusetts,http://www.rusnik.com
Tapo Canyon Park, Simi Valley,California,http://www.ventura.org/inland-parks/tapo-canyon-simi-valley
Ol' Macdonald's Resort, AB,Alberta,http://www.olmacdonalds.com/
Seminole Campground and RV Park, North Fort Myers,Florida,http://www.seminolecampground.com
Tee Pee Motel & RV Park, Wharton,Texas,http://teepeemotel.net
Hidden View RV Park, Austin,Texas,http://www.rvparklist.com/rvpark/9761
McGregor RV Park, Fort Myers,Florida,http://www.mcgregorpark.com 
Highland Woods RV Resort, Pompano Beach,Florida,http://www.rvonthego.com/Highland-Wood-RV-Resort.html
Gulf Air RV Resort, Fort Myers,Florida,http://www.rvonthego.com/Gulf-Air-RV-Resort.html
Daniel Boone Campground, KY,Kentucky,http://www.rvparklist.com/rvpark/9757
Sudbury Court Motel & RV Park, Marengo,Iowa,http://www.sudburymotelandrv.com
Ontario Shores, Honeoye,New York,http://www.rvparklist.com/rvpark/9751
Hargus RV Park, Clinton,Oklahoma,http://rvhargus.com
Imperial Bonita Estates, Bonita Springs,Florida,http://www.imperialbonitaestates.com
Holiday Travel Cypress Garden, Winter Haven,Florida,http://holidaytravelpark.com
Mission Trails RV Resort, San Antonio,Texas,http://www.mtrvresort.com/
Fiesta Grove, Palmetto,Florida,http://www.fiestagroverv.com/
Pueblo El Mirage RV Resort (55+ park), Surprise,Arizona,http://www.robertsresorts.com/pueblo_el_mirage_az/active_community/golf_rv_resort_community.html
Lost Creek RV Park, Stephenville,Texas,http://lostcreekrvparkstephenvilletx.com/
Tews Date Palm RV Park, Quartzsite,Arizona,http://www.rvparklist.com/rvpark/9748
Sundown RV Park, Grangeville,Idaho,http://www.grvpark.com/
Foot of the Rockies RV & Storage, Colorado Springs,Colorado,http://www.footoftherockiesrvresortandstorage.com/
Safe Harbor RV Park, Riverside,Alabama,http://www.safeharborrvpark.com/
Playa Bonita Resort, Centro,Sonora,http://www.playabonitaresort.com/
Orchard Springs Resort, Grass Valley,California,http://www.dbw.ca.gov/maps/facilityinfo.asp?facilityID=699
Whispering Oaks Campground & Cabins, Baldwin,Michigan,http://www.michigancampground.com
Walnut Grove Campground, ME,Maine,http://www.walnutgrovecampground.net
Modesto Reservoir, California 95386,California,http://www.stancounty.com/ER/PARKS/reservoir.shtm
North Phoenix RV Park, Phoenix,Arizona,http://www.northphoenixrvpark.com
Magic Waters RV Park, Desert Hot Spgs,California,http://www.rvparklist.com/rvpark/9735
Nacogdoches RV Park, Nacogdoches,Texas,http://www.nactxrvpark.com
Kom-On-in Beach Campground, Bovey,Minnesota,"http://minnesota.hometownlocator.com/maps/feature-map,ftc,2,fid,2096548,n,kom -on-in%20beach%20campground.cfm"
Apple Creek Campground and RV Park, Grass Lake Charter Township,Michigan,http://www.campingfriend.com/AppleCreekCampgroundandRVPark/
Pitchford by the Sea RV Park, Jensen Beach,Florida,http://pitchfordsbythesearv.com/
Marina RV Park, Redding,California,http://www.marinarvpark.com
Foothills West RV Resort (55+ park), Casa Grande,Arizona,http://www.rvonthego.com/Foothills-West.html
Santa Fe Trail RV Park, Santa Fe,New Mexico,http://www.rvparklist.com/rvpark/9732
Lincoln Park RV Resort, Ruidoso,Texas,http://www.rvparklist.com/rvpark/9728
Hershey Thousand Trails RV and Camping Resort, Lebanon,Pennsylvania,http://www.thousandtrails.com/getaways/pennsylvania/hershey.asp
Gills Landing RV Park, Lebanon,Oregon,http://www.ci.lebanon.or.us
Don Laine Family Campground, Palmerton,Pennsylvania,http://www.donlaine.com
Sunset RV Park, Austin,Texas,http://www.rvparklist.com/rvpark/9724
Baker Campground, MN,Minnesota,http://www.rvparklist.com/rvpark/9723
Boomtown RV Park, Clayton,New Mexico,http://www.rvparklist.com/rvpark/9719
White Lake Motel and Campground, Elizabethtown,North Carolina,http://www.rvparklist.com/rvpark/9716
Crimson Lake Provincial Park, AB,Alberta,http://www.albertaparks.ca/siteinformation.aspx?id=27
Sterling KOA, New York,Connecticut,http://koa.com/campgrounds/sterling/
At The Ridge Campground & RV Park, Balsam Grove,North Carolina,http://www.attheridge.com/
Algonquin Trails Camping Resort, Dwight,Ontario,http://algonquintrails.on.ca
Point Comfort , Morristown,New York,http://www.dec.ny.gov/outdoor/24489.html
Highway K, MO,Missouri,http://www.rvparklist.com/rvpark/9707
River Bend, Wyoming,Minnesota,http://www.rvparksusa.com/mn/riverbend.htm
Mar-A-Villas RV Park, Puerto Vallarta,Sinaloa,http://www.ontheroadin.com/pacificcoast/pacificnorth/maravillas.htm
Zachary Taylor RV Resort, Okeechobee,Florida,http://www.flrvresort.com/
SeaCliff Center RV Park, Aptos,California,http://www.seacliffrvpark.com/
Rainbow Chase RV Resort, Davenport,Florida,http://www.go-florida-vacation.com/Rainbow-Chase-Rv-Resort
Pontchartrain Landing, New Orleans,Louisiana,http://www.pontchartrainlanding.com/
Pensacola RV Park, Pensacola,Florida,http://www.pensacolarvpark.com
The Palms River Resort, Needles,California,http://www.palmsriverresort.com/
Rio Grande Village Campground--No Hookups (NPS Campground), United States,Texas,http://www.nps.gov/bibe/planyourvisit/rgv_campground.htm
Happy Acre Resort, Clarkesville,Georgia,http://www.rvparklist.com/rvpark/9694
Rancho Santa Ynez RV Park, Solvang,Baja California,http://www.rvparklist.com/rvpark/9691
Sonoma Coast State Beach Bodega Dunes, Jenner,California,http://www.reserveamerica.com/campgroundDetails.do?subTabIndex=0&contractCode=ca&parkCode=sono
Mario's Restaurant and RV Park, Sin Colonia,Baja California Sur,http://www.mariostours.com/rvpark.html
Desert Trails RV Park and Golf Course, Simi Valley,California,http://www.deserttrailsrv.com/
Travel World RV Park, Clearwater,Florida,http://www.rvparklist.com/rvpark/9686
Countryside RV Park, Granbury,Texas,http://www.rvparklist.com/rvpark/9683
Paradise Stream Family Campground, Loysville,Pennsylvania,http://www.campparadisestream.com/
Cowboy Capital, Pipe Creek,Texas,http://www.rvparklist.com/rvpark/9685
Lake Stone Campground, FL,Florida,http://escambia.ifas.ufl.edu/naturally_escarosa/09Lake_Stone_Campground.htm
Long Leaf Pines Oasis, Marston,North Carolina,http://www.campingfriend.com/longleafpinesoasis/
Pine Lake RV Resort, Nantahala National Forest,North Carolina,http://www.pinelakervresortcamp.com
River Bend Resort and Golf Course, Andrews,Texas,http://www.riverbendresort.us/
Camp Eagle, Rocksprings,Texas,http://www.campeagle.org/
Brighton / 401 KOA, Brighton,Ontario,http://koa.com/campgrounds/brighton/
Eastland Hills Rv Park, Oklahoma City,Oklahoma,http://eastlandhillsrvpark.com/default.aspx
Caravan Oasis RV Resort, Yuma,Arizona,http://www.caravanoasisresort.com/
Chattahoochee RV Campground& Fishing Resort, Chattahoochee,Florida,http://www.cityofchattahoochee.com/rv&fishing.html
Courtney's RV Park, Baton Rouge,Louisiana,http://www.freewebs.com/courtneysrvpark/
Moon Landing RV Park & Marina, Cross Hill,South Carolina,http://www.campinggreenwoodsc.com
Palm RV Park, Eustis,Florida,http://www.passport-america.com/campgrounds/united_states/florida/worthington_springs/palm_rv_park/
Fisherman's Cove Marina, Streetman,Texas,http://www.fishermanscovelakefork.com
San Jacinto Riverfront RV Park, Highlands,Texas,http://www.sanjacriverfrontrvpark.com/
Tillamook River RV Park, Tillamook,Oregon,http://www.tillamookriverrv.com/
Old Mill Museum Campground, Lindsborg,Kansas,http://www.oldmillmuseum.org/campground.html
Shepard State Park, MS,Mississippi,http://www.mdwfp.com/parks-destinations/ms-state-parks/shepard.aspx
Harborview Inn & RV Park, Santa Barbara,Oregon,http://www.harborviewfun.com/rv-park-lodging/
Harbor Lakes RV Resort, SR 776,Florida,http://www.rvonthego.com/Harbor-Lakes-RV-Resort.html
Bay River Campground, Merritt,North Carolina,http://www.bayrivercampground.com/
Lost Acres RV Park, Monticello,Indiana,http://www.lostacresrvpark.com
Northlake Village RV Park, Roanoke,Texas,http://www.northlakevillagerv.us/
Sportsman's Cove Resort, McIntosh,Florida,http://www.sportsmanscoveresort.com/
Outdoor Resorts of Chokoloskee, Chokoloskee,Florida,http://www.outdoorresortsofchokoloskee.com
Etowah River Campground, Dahlonega,Georgia,http://etowahrivercampground.com
Altamaha Regional Park, Brunswick,Georgia,http://www.glynncounty.org/index.aspx?NID=1036
Ocean Breeze , Sterling,Washington,http://www.kmresorts.com/resorts/ocean-breeze
Camp Kalama, Kalama,Washington,http://www.kalama.com/~campkalama/
The Boardwalk RV Resort, Homestead,Florida,http://boardwalkrv.com/
Big M COE, Kansas City,Missouri,http://www.reserveamerica.com/camping/Big_M/r/campgroundDetails.do?contractCode=NRSO&parkId=71036&pstate=MO
Victoria Trailer Park, Las Mojoneras,Tamaulipas,http://www.victoriarvpark.com/
Hickiwan Trails RV Park, AZ,Arizona,http://hickiwantrailsrvpark.com/
Casa Del Sol (55+ park), Donna,Texas,http://www.casadelsol.us/
Mountain Breeze, New Braunfels,Texas,http://www.mountainbreezecamp.com
Fox Hollow, TX 77389,Texas,http://www.rvparklist.com/rvpark/9639
Campground at The Port of Siuslaw , Florence,Oregon,http://portofsiuslaw.com/pages/campground.php
Honeycomb Campground, Grant,Alabama,http://camp-honeycomb.com/
Doc's RV Park, Gulf Shores,Alabama,http://www.docsrvpark.com/
Country View RV Park, Titusville,Oklahoma,http://www.countryviewrvpark1.com/
City of Florida City Camp Site RV Park, Florida City,Florida,http://www.rvparklist.com/rvpark/9619
Great Bay Camping, Newfields,New Hampshire,http://www.greatbaycamping.com
Lakeshore RV Park, Florence,Oregon,http://www.lakeshorerv.com/
Silver Springs Campground and Cottages, Saco,Maine,http://www.silverspringscampgroundandcottages.com/
Eagle's Rest RV Park & Camping, Valdez,Nebraska,http://www.visitnebraska.org/index.php?option=com_mtree&task=viewlink&link_id=343777&Itemid=26
Chokoloskee Island Park Campground, Pensacola,Florida,http://www.chokoloskee.com/
Old Town Campground 'N Retreat, Old Town,Florida,http://www.oldtowncampground.com
Bar J RV Park, Apache Sitgreaves National Forest,Arizona,http://www.rvparklist.com/rvpark/9632
Cajun Haven RV Park, Egan,Louisiana,http://www.cajunhavenrvpark.com/
Shady Lake RV Park, Leesville,Louisiana,http://www.shadylakervpark.com
Roca Azul RV Resort, Roca Azul,Jalisco,http://www.roca-azul.com
Canyon Lake RV Resort (55+ park), Mission,Texas,http://www.canyonlakervresort.com
Roodhouse community park, IL,Illinois,http://www.greenecountyil.com/roodhouserez.htm
Salmon Harbor RV Resort, Smith River,California,http://www.salmonharborrvresort.com/
Oakwood Park, Vernon Hills,Illinois,http://parks.webfindr.net/parks/il/kincaid/?q=rv+park+kinkade+il
Torrey Oakes RV & Golf Resort , Bowling Green,Florida,http://www.torreyoaksrv.com
Mountain View RV Park, WY,Wyoming,http://www.wheatlandrvpark.com
Villas Tepetapan & RV Park, Lomas de La Cascada,Veracruz,http://tepetapan.com/
Ocala Sun RV Resort, Ocala,Florida,http://www.ocalasunrvresort.com
Whitney Lane RV Park, Kensett,Arkansas,http://whitneylanervpark.com/
Punkin Park Campground, Hammond,Louisiana,http://www.rvparklist.com/rvpark/9615
Clarkco State Park, Quitman,Mississippi,http://www.reserveamerica.com/camping/Clarkco/r/campgroundDetails.do?contractCode=MS&parkId=154842
Llano River Golf & RV Resort, Llano,Texas,http://www.llanorivergolfcourse.com
Calhoun Falls Recreation Area, SC,South Carolina,http://www.southcarolinaparks.com/park-finder/state-park/1652.aspx
Hammondell Campsites, Winter Haven,Florida,http://www.hammondell.com/
Canyon Lake Campground, Tortilla Flat,Arizona,http://www.canyonlakemarina.com
Leo's Campground, Pensacola,Florida,http://www.leoscampground.com
Sunrise RV Park & Campground, Santa Barbara,Arizona,http://www.sunriseskipark.com/rvpark.shtml
Turf Paradise Trailer Park, Phoenix,Arizona,http://www.turfparadise.com/trailerpark.php
Northshore RV Resort, Needles,California,http://www.coloradoriveradventures.com/northshore-rv-resort.php
Whisper Creek RV Resort (55+ park), LaBelle,Florida,http://whispercreek.com
Mission RV Park, Redlands,California,http://missionrvpark.webs.com/
Cottonwood Cove, South Fork,Colorado,http://www.cottonwoodcove.com
Lake Aire RV Park & Campground, Hollywood,South Carolina,http://www.lakeairerv.com
Desert Sands RV Park, Henderson,Nevada,http://www.rvparklist.com/rvpark/9579
Blakeley State Park, Spanish Fort,Alabama,http://www.blakeleypark.com/
Eagles View RV Park, Sand Springs,Oklahoma,http://Eaglesviewrvpark.net/
Santa Cruz Harbor, Santa Cruz,California,http://www.santacruzharbor.org
Peach Country RV Park, Stonewall,Texas,http://www.peachcountryrv.com/
Jordan Dam RV Park, Pikesville,North Carolina,http://www.nccampground-rvpark.com/
Pea Patch RV Park, Branson,Missouri,http://www.peapatchrvpark.com
"New Vision RV Park, LLC", Oaktown,Indiana,http://www.newvisionrvpark.com
Front Porch By The River RV Park, Demopolis,Alabama,http://www.rvparklist.com/rvpark/9591
Moultrie RV Park, Albany,Georgia,https://www.facebook.com/pages/Moultrie-RV-Park/204692389627902
Cedar Pass Campground (NPS Campground), SD,South Dakota,http://cedarpasslodge.com/campground/
Watts RV Park & Recreation Area, Gilmer,Texas,http://wattsrvpark.com/
Desert Pueblo RV Park, Bouse,Arizona,http://www.desertpueblorv.com
Big Bend of the Colorado River State Recreation, Laughlin,Nevada,http://www.parks.nv.gov/bb.htm
Echo Canyon State Park, Nevada 89043,Nevada,http://www.parks.nv.gov/ec.htm
Clinton Pines Campground RV Park, Clinton,British Columbia,https://www.facebook.com/pages/Clinton-Pines-Campground/386801118090457
Decanter Inn RV Park, Kasilof,Alaska,http://www.decanterinn.com/
Chalk Hills Campground, Rochester Hills,Michigan,http://www.chalkhillscampground.com
Ocean Mist, Wakefield,Washington,http://www.kmresorts.com/resorts/ocean-mist
Creekside RV Village, Crockett,Texas,http://www.creeksidervvillage.com
Farmers Branch Mobile Home and RV Park, Minden,Louisiana,http://www.rvparklist.com/rvpark/9573
Sanders Cove COE, Round Rock,Texas,http://www.reserveamerica.com/camping/Sanders_Cove/r/campgroundDetails.do?contractCode=NRSO&parkId=73385&pstate=TX
Clearwater Campground, Ortonville,Michigan,http://www.campsmore.com
Texas Trails RV Park, 25641 Texas 19,Texas,http://www.ehow.com/list_5974103_rv-campgrounds-canton_-texas.html
USA RV Park, 108 Blue Rdg,Texas,http://www.rvparklist.com/rvpark/9571
TranQuil Garden RV Park, Salado,Texas,http://www.texascampgrounds.com/find-a-park/location/324
Three Springs Campground, Corinth,Kentucky,http://www.threesprings.net/
Perkins RV Park, Jonesboro,Arkansas,http://www.go-arkansas.com/Perkins-Rv-Park-Mhp
Blanchard Springs, Forest Road 1110A,Arkansas,http://www.forestcamping.com/dow/southern/ozarcmp.htm
Craighead Forest Park, AR,Arkansas,http://www.jonesboro.org/Parks/Parks/Craighead.html
Woolastook  Park, NB,New Brunswick,http://www.woolastookpark.com/index.htm
Bar S RV Park, Aransas Pass,Texas,http://www.barsranch.us/rv_and_camping.asp?gui_page=1
Scappoose RV Park, OR,Oregon,http://www.co.columbia.or.us/parks/scappooserv.php
Benton Oaks RV & Campground, Corvallis,Oregon,http://www.bentoncountyfair.com/oaks/index.php
Thunder Valley Campground, Blountville,Tennessee,http://thundervalleycampground.com
All Fun RV Park & Campground, Langford,British Columbia,http://www.allfun.bc.ca
Big Oaks River Resort, Inglis,Florida,http://bigoaksriverresort.com
Sugar Bottom COE, Solon,Iowa,http://www.reserveamerica.com/camping/Sugar_Bottom/r/campgroundDetails.do?contractCode=NRSO&parkId=73425&pstate=IA
Del Valle, CA 91384,California,http://www.ebparks.org/parks/del_valle
Four Winds RV Park, Taylor,Texas,http://www.4windsrvpark.com/
Stafford RV Park and Campground, Scotia,California,http://redwoodchristiancentereureka.com/Stafford_RV_Park.html
KOC Kampground, New Iberia,Louisiana,http://www.kockampground.com
Chinook RV Resort, Klamath,California,http://www.chinookrvresort.com/
99 RV Park, Nevada,Washington,http://www.99rvpark.net
Goethe Trailhead Ranch, 9171 SE County Road 337,Florida,http://www.trailheadranchfl.com/
Keystone RV Park, Reno,Nevada,http://www.keystonervpark.com
Cheyenne Mountain State Park, Colorado Springs,Colorado,http://www.reserveamerica.com/camping/Cheyenne_Mountain_State_Park/r/campgroundDetails.do?contractCode=CO&parkId=50081
